1	1	693675	133714
2	1	677583	192987
4	1	652141	137415
8	1	617148	153168
16	1	544888	127430
32	1	430115	193361
64	1	322424	118036
128	1	221081	143728
256	1	187469	110754
512	1	185642	102351
1024	1	174350	103238
2048	1	155567	106183
4096	1	130076	77321
8192	1	68071	62987
