1	1	690896	114253
2	1	662870	107000
4	1	639931	128916
8	1	596668	114321
16	1	520846	124913
32	1	427005	132284
64	1	321028	105085
128	1	212760	103989
256	1	177236	71573
512	1	173048	58217
1024	1	163703	66249
2048	1	154194	64369
4096	1	134026	63115
8192	1	66860	55217
