1	53119	681800	119613
2	53066	699060	119326
4	53289	598304	120598
8	53216	533945	118233
16	53254	566849	118070
32	52952	440773	118952
64	52499	536043	116358
128	50065	512988	119146
256	49348	471978	115622
512	49297	422708	115927
1024	48598	417366	111982
2048	48274	345524	109019
4096	47004	251233	100891
