1	1	232029	262762
2	1	221413	224493
4	1	217800	294765
8	1	206325	284109
16	1	194132	252365
32	1	200675	347247
64	1	198463	290958
128	1	210551	280954
256	1	168482	270703
512	1	164051	198930
1024	1	154924	197374
2048	1	138744	101038
4096	1	116291	70827
