0003	207	763
0004	207	445
0007	207	334
0010	207	269
0015	207	268
0019	207	225
0020	207	926
0021	859	966
0022	207	727
0024	207	397
0024	207	654
0025	207	787
0027	207	638
0029	207	568
002A	876	466
002A	876	505
002A	876	584
0030	906	771
0034	207	434
0035	774	925
0036	413	467
0038	603	278
0039	603	495
0042	603	255
0043	603	774
0047	603	456
004D	915	222
0050	603	654
0051	805	337
0053	802	285
0055	302	506
0058	802	228
0059	516	892
0061	802	485
0064	802	897
0065	518	982
0066	865	357
0068	802	439
0069	802	758
0071	607	356
0072	518	327
0073	518	784
0076	716	595
0078	716	252
0079	518	962
0081	315	324
0084	413	738
0085	518	597
0089	607	693
0091	716	673
0095	631	788
0096	607	243
0096	607	347
0096	607	563
0096	845	355
0099	607	637
009B	646	257
0100	845	778
0105	518	296
0106	315	892
0109	716	763
0110	585	392
0111	315	865
0112	315	548
0116	518	887
0118	315	365
0121	585	533
0122	585	657
0125	518	756
0128	845	221
0129	315	639
0131	607	387
0132	254	641
0135	973	764
0138	908	237
0145	724	239
0148	920	553
0149	717	294
0151	570	966
0152	570	673
0155	678	799
0156	724	423
0161	570	682
0161	570	879
0162	610	385
0165	717	733
0168	717	656
0169	610	693
0169	717	225
0169	717	308
0169	717	852
0169	717	854
0169	814	254
0169	814	398
016D	302	384
0170	717	312
0173	205	536
0175	610	794
0176	814	365
0177	570	685
0178	570	467
0179	724	593
0183	570	797
0185	724	267
0189	724	899
018A	352	469
018A	407	777
018A	904	365
0191	570	756
0194	814	697
0195	814	966
0200	724	646
0201	570	559
0204	570	937
0206	570	725
0208	859	241
0208	859	960
0209	717	218
0209	717	532
0209	717	536
0209	717	684
0209	724	753
0209	814	766
0210	814	354
0216	410	658
0219	434	689
0220	276	472
0225	540	763
0226	540	747
0233	540	659
0233	703	491
0233	703	630
0233	703	643
0233	804	742
0237	540	474
0238	540	925
0239	540	363
0244	434	656
0248	276	479
0249	540	966
0250	540	436
0253	540	839
0254	276	251
0254	276	673
0254	434	538
0256	304	824
0257	304	567
0258	304	875
0267	304	643
0270	304	432
0270	304	724
0277	724	878
0282	205	559
0283	256	586
0284	205	398
0285	251	966
0286	256	360
0291	850	697
0295	334	814
0299	334	548
029F	775	384
0300	205	466
0301	205	596
0302	205	702
0305	334	562
0307	205	371
0308	256	728
030F	828	595
0311	205	697
0312	205	625
0314	256	643
0316	205	472
0317	334	863
0324	334	756
0328	727	346
0328	727	796
0328	727	864
0328	813	239
0328	813	246
0328	813	881
0328	813	926
0328	941	727
0328	941	795
0328	941	921
0328	941	954
0332	940	564
0334	857	756
0335	904	259
0338	850	875
0340	850	617
0340	850	864
0340	904	533
0341	239	344
0341	239	434
0344	912	345
0347	912	778
0348	912	865
0354	706	375
0356	912	756
0357	706	783
0358	912	437
0360	706	697
0362	770	796
0364	229	723
0365	912	523
0368	706	376
0369	478	892
0371	334	644
0375	770	737
0376	912	851
0377	478	589
0379	912	529
0381	706	269
0382	706	935
0386	706	947
0387	912	488
0389	706	398
0392	706	582
0394	706	456
0395	478	628
0396	270	334
0398	270	422
0401	270	379
0402	502	908
0404	334	779
0406	606	673
0408	606	479
0413	270	728
0414	606	743
0417	270	988
0419	606	447
0421	731	782
0423	318	992
0424	337	667
0425	337	538
0427	318	246
0428	337	685
0430	337	328
0431	870	859
0431	903	672
0433	985	787
0434	337	588
0435	318	874
0436	318	244
0439	318	894
0440	225	777
0441	225	625
0445	434	850
0446	601	546
0447	662	412
0448	662	682
0451	601	635
0453	601	845
0454	662	272
0455	662	652
0457	662	839
0458	662	892
0460	662	348
0460	662	462
0461	662	724
0463	573	357
0466	662	569
0467	662	651
0468	910	721
0470	336	993
0470	910	298
0470	910	483
0471	336	368
0472	913	947
0474	704	793
0476	910	281
0480	806	272
0485	336	234
0491	336	883
0494	704	889
0496	336	879
0497	336	752
0500	910	649
0501	828	897
0502	910	588
0503	336	371
0505	252	935
0506	803	625
0509	828	656
0510	336	973
0511	336	284
0515	864	461
0517	864	472
0520	843	426
0523	843	342
0526	864	962
0527	843	899
0528	843	365
0531	803	286
0532	864	545
0535	803	263
0536	843	562
0538	864	682
0542	803	981
0544	843	567
0550	864	391
0551	803	266
0552	662	667
0553	931	394
0554	423	881
0558	973	333
0559	865	966
0561	731	656
0565	423	627
0570	931	845
0573	615	655
0574	423	238
0576	931	721
0577	865	828
0578	423	261
0579	615	897
0583	731	662
0585	419	894
0589	419	939
0590	419	398
0594	937	652
0597	740	772
0598	419	748
059B	246	537
0603	903	745
0604	419	659
0607	419	596
0612	419	758
0613	513	875
0615	419	373
0615	734	888
0615	740	432
0615	740	465
0615	937	837
0615	937	962
0618	937	855
0625	419	532
0626	631	802
0627	419	926
0630	440	963
0634	740	820
0640	567	940
0644	419	652
0645	419	594
0649	440	685
0650	419	453
0651	330	895
0654	419	267
0656	419	899
0661	330	772
0661	419	228
0661	440	294
0661	740	557
0661	740	892
0662	419	387
0663	419	646
0665	419	822
0666	330	656
0669	616	892
0671	231	867
0672	269	731
0675	906	353
0676	269	721
0677	231	448
0679	269	521
0680	906	437
0681	269	466
0685	906	892
0688	269	746
0689	906	283
0691	517	447
0694	989	661
0695	231	760
0695	269	668
0695	269	751
0704	231	269
0706	502	352
0708	989	932
0711	906	472
0713	906	274
0714	517	443
0717	906	883
0720	231	223
0721	231	585
0725	517	436
0726	517	625
072F	334	625
0732	231	762
0734	517	286
0737	989	866
0738	989	687
0742	765	498
0744	574	652
0747	765	567
0750	765	948
0751	260	694
0759	812	687
0769	715	640
0771	765	258
0772	219	778
0772	260	421
0772	574	566
0772	574	889
0772	812	442
0775	765	533
0776	765	246
0777	317	892
0778	765	525
0779	812	398
077F	803	339
0788	765	798
0790	219	253
0792	765	296
0796	765	332
0797	574	832
0800	219	345
0801	812	636
0807	812	836
0809	812	874
0813	574	595
0815	574	224
0816	812	694
0818	765	963
081E	778	734
0821	254	999
0822	240	406
0822	402	601
0822	405	886
0822	480	335
0822	702	776
0822	724	968
0822	740	792
0822	832	206
0822	832	412
0825	812	623
0826	765	922
0827	765	384
0828	765	436
0830	765	538
0831	765	564
0832	219	828
0832	260	691
0832	574	371
0832	574	867
0837	765	572
0841	715	822
0843	715	824
0844	715	238
0847	608	762
0848	262	296
0848	815	292
0849	608	766
0850	715	568
0851	715	758
0855	715	868
0856	262	539
0857	920	837
0863	715	237
0865	715	263
0866	608	248
0868	608	457
0870	715	365
0877	920	346
0879	715	689
0880	608	763
0881	608	833
0886	262	626
0886	608	340
0886	715	396
0889	715	594
0892	608	489
0895	608	738
0895	608	796
0898	920	667
0899	608	985
0902	715	472
0905	920	596
0908	608	586
0910	715	857
0912	715	926
0913	608	272
0914	920	772
0915	715	693
0917	608	845
0918	715	673
0922	715	667
0924	715	398
0925	920	826
0930	608	533
0931	920	348
0936	715	353
0938	920	899
0942	608	538
0943	920	699
0945	715	445
0946	262	736
0946	815	737
0950	320	655
0950	715	374
0952	262	514
0953	715	778
0954	920	439
0955	262	743
0956	715	668
0959	715	669
095A	870	957
0960	715	985
0963	608	966
0966	608	625
0967	608	637
0968	608	850
0971	715	875
0972	575	817
0975	269	205
0976	217	647
0977	740	521
0978	618	675
0983	309	521
0984	217	476
0990	217	889
0993	618	966
0999	320	222
1000	217	283
1000	217	849
1000	815	457
1003	618	824
1004	309	527
1011	217	797
1012	618	584
1015	217	275
1015	217	794
1015	217	829
1015	217	833
1015	618	687
1015	618	968
1015	815	495
1015	815	547
1015	815	872
1015	815	934
1016	309	949
1023	309	747
1024	618	728
1026	618	935
1029	309	935
1032	618	644
1036	608	677
1036	815	239
1036	815	362
1037	217	774
1038	217	768
103G	530	500
1041	815	392
1046	815	856
1047	309	325
1048	815	882
1049	618	888
1050	815	750
1053	309	367
1054	309	778
1055	217	457
1058	217	925
1060	217	873
1061	217	796
1065	217	382
1066	309	483
1067	309	526
107D	301	328
1085	670	878
1086	815	442
1087	309	596
1088	618	673
1092	815	256
1094	641	447
1097	563	672
1098	712	689
1101	319	446
1105	712	426
1106	563	426
1107	563	673
1109	507	392
1112	712	822
1113	641	522
1115	319	276
1118	563	686
1119	641	746
111D	313	528
1121	563	487
1123	320	877
1123	641	586
1123	712	682
1125	563	225
1127	712	365
1128	402	993
1129	641	664
1130	563	452
1132	641	357
1133	712	723
1139	319	685
1141	712	664
1142	417	341
1142	479	229
1143	479	238
1144	501	843
1146	712	774
1147	319	392
114F	615	984
1150	563	843
1153	319	822
1155	715	643
1156	319	935
1157	515	836
1158	515	438
1159	715	538
1160	563	246
1162	319	479
1163	254	623
1163	432	297
1163	806	299
1163	870	772
1164	575	391
1165	918	455
1166	319	256
1167	515	367
1167	515	388
1167	563	928
1167	641	393
1167	660	581
1167	712	452
1168	712	747
1169	641	642
1170	319	824
1171	319	827
1172	641	749
1173	319	453
1174	712	586
1177	641	982
1178	319	456
1178	319	696
1178	660	877
1179	515	889
117F	385	200
117F	385	244
1181	903	789
1183	217	482
1183	217	847
1183	217	852
1183	608	748
1183	815	747
1188	515	825
1189	712	837
1189	712	867
1190	435	613
1191	563	847
1193	505	583
