120	207	225
120	207	268
120	207	269
120	207	275
120	207	317
120	207	334
120	207	371
120	207	391
120	207	397
120	207	434
120	207	445
120	207	518
120	207	547
120	207	568
120	207	571
120	207	578
120	207	591
120	207	638
120	207	654
120	207	677
120	207	680
120	207	686
120	207	693
120	207	727
120	207	763
120	207	772
120	207	787
120	207	826
120	207	925
120	207	926
120	207	928
122	603	255
122	603	265
122	603	278
122	603	301
122	603	360
122	603	371
122	603	391
122	603	432
122	603	456
122	603	495
122	603	504
122	603	584
122	603	623
122	603	630
122	603	654
122	603	721
122	603	774
122	603	833
122	603	874
122	603	896
122	603	973
124	802	228
124	802	285
124	802	319
124	802	365
124	802	375
124	802	384
124	802	395
124	802	436
124	802	439
124	802	450
124	802	485
124	802	522
124	802	549
124	802	587
124	802	747
124	802	756
124	802	758
124	802	796
124	802	839
124	802	880
124	802	892
124	802	897
126	413	262
126	413	306
126	413	357
126	413	367
126	413	464
126	413	467
126	413	728
128	339	219
128	339	235
128	351	201
128	508	225
128	508	321
128	508	418
128	508	744
128	508	779
128	508	792
128	508	883
128	508	952
128	508	987
128	617	243
128	617	266
128	617	378
128	617	485
128	617	541
128	617	667
128	617	677
128	617	760
128	617	830
128	617	851
128	617	891
128	617	898
128	617	905
128	617	931
128	774	241
128	774	312
128	774	435
128	774	450
128	774	487
128	774	925
128	781	201
128	781	410
128	781	476
128	781	559
128	781	634
128	781	780
128	781	825
128	781	854
128	857	256
128	857	362
128	857	401
128	857	756
128	978	342
128	978	433
128	978	621
128	978	713
128	978	780
128	978	826
128	978	832
128	978	877
130	401	239
130	401	272
130	401	288
130	401	299
130	401	371
130	401	402
130	401	500
130	401	592
130	401	627
130	401	643
130	401	656
130	401	778
130	401	925
132	203	542
132	203	930
132	212	237
132	212	244
132	212	332
132	212	364
132	212	469
132	212	474
132	212	547
132	212	638
132	212	724
132	212	798
132	212	990
132	347	221
132	347	249
132	347	295
132	347	386
132	347	426
132	347	506
132	347	588
132	347	628
132	347	719
132	347	778
132	347	862
132	516	221
132	516	239
132	516	299
132	516	304
132	516	457
132	516	569
132	516	649
132	516	665
132	516	722
132	516	742
132	516	837
132	516	875
132	516	892
132	631	220
132	631	236
132	631	267
132	631	395
132	631	427
132	631	606
132	631	679
132	631	751
132	631	774
132	631	802
132	631	848
132	631	953
132	646	200
132	646	257
132	646	297
132	646	369
132	646	448
132	646	496
132	646	502
132	646	562
132	646	622
132	646	641
132	718	232
132	718	259
132	718	287
132	718	343
132	718	357
132	718	417
132	718	580
132	718	623
132	718	687
132	718	697
132	718	715
132	718	750
132	718	790
132	718	813
132	718	816
132	718	918
132	718	923
132	718	954
132	845	617
132	845	825
132	845	839
132	914	205
132	914	458
132	914	482
132	914	612
132	914	672
