201	242	9206
201	257	7421
201	318	7142
201	348	9206
201	385	9206
201	416	7142
201	442	7421
201	450	4036
201	603	4145
201	743	7134
201	814	9206
201	863	9206
201	868	9206
201	924	4036
201	983	8734
202	208	9211
202	250	8831
202	275	9211
202	289	9211
202	335	2640
202	364	9211
202	370	2801
202	386	4725
202	428	1369
202	443	4249
202	451	2739
202	455	1972
202	536	2695
202	559	6117
202	561	9211
202	583	9211
202	621	5977
202	660	6402
202	680	9211
202	742	4093
202	969	2554
203	404	9841
203	439	7077
203	460	7421
203	529	7421
203	542	7421
203	669	3493
203	828	3493
203	892	6624
203	910	6388
203	930	3493
203	935	3493
203	939	4950
203	951	7143
204	246	8088
204	328	8088
204	337	8088
204	363	8088
204	394	8088
204	425	8088
204	426	8088
204	802	991B
204	854	8088
204	881	5643
204	967	8088
204	992	8088
205	233	6232
205	271	7327
205	284	6862
205	355	2741
205	363	6804
205	371	0307
205	398	0284
205	457	4260
205	466	0300
205	472	0316
205	491	9419
205	536	0173
205	559	0282
205	596	0301
205	619	5994
205	625	0312
205	669	9419
205	679	9419
205	697	0311
205	702	0302
205	748	1417
205	783	9419
206	210	4395
206	229	6529
206	278	4715
206	316	500F
206	353	6529
206	402	663D
206	795	5812
206	797	9638
206	802	7274
206	897	9638
206	992	6010
207	225	0019
207	268	0015
207	269	0010
207	275	9924
207	317	9356
207	334	0007
207	371	5111
207	391	501D
207	397	0024
207	434	0034
207	445	0004
207	518	805E
207	547	3313
207	568	0029
207	571	4287
207	578	6386
207	591	3754
207	638	0027
207	654	0024
207	677	3311
207	680	4121
207	686	4285
207	693	3312
207	700	MULT
207	727	0022
207	763	0003
207	772	5111
207	787	0025
207	826	3315
207	925	3316
207	926	0020
207	928	3316
208	215	4584
208	241	6565
208	276	2230
208	299	2219
208	328	4427
208	360	6565
208	361	7511
208	364	9636
208	370	9805
208	391	6010
208	404	6664
208	414	3268
208	434	2231
208	444	6614
208	451	5027
208	452	2221
208	559	5869
208	564	2295
208	566	5221
208	574	2295
208	583	2390
208	592	9804
208	604	6565
208	612	3436
208	621	3052
208	636	2226
208	643	7558
208	652	2222
208	656	9636
208	661	6565
208	697	6565
208	707	3319
208	712	3052
208	741	5027
208	778	2227
208	824	2213
208	833	3804
208	867	6010
208	878	3816
208	894	2218
208	942	2235
209	247	6010
209	296	2343
209	337	4553
209	371	7128
209	376	2322
209	387	4420
209	419	6696
209	525	9740
209	538	9740
209	706	6906
209	722	9740
209	928	2342
210	496	9533
210	522	9533
210	529	6757
210	558	9533
210	569	6506
210	617	9533
210	662	9533
210	735	9533
210	813	6630
210	824	9533
210	837	6534
210	844	6534
212	237	9104
212	244	9104
212	332	9104
212	364	8473
212	469	9104
212	474	9104
212	547	7229
212	638	9104
212	724	9104
212	798	7421
212	990	8667
213	235	4733
213	278	6664
213	307	9748
213	347	9740
213	356	9740
213	764	7534
213	974	9740
214	208	6534
214	308	6590
214	331	9533
214	359	6630
214	491	9533
214	510	6630
214	520	9533
214	600	6534
214	626	4344
214	639	6538
214	697	6534
214	750	9533
214	798	6630
214	894	6860
214	951	9533
215	320	7757
215	325	8483
215	381	9208
215	399	7434
215	430	9208
215	494	7341
215	522	6630
215	552	9208
215	588	4036
215	625	9208
215	644	9208
215	661	9208
215	701	8756
215	710	7421
215	736	9208
215	786	9208
215	893	9208
216	222	9321
216	235	6529
216	483	6011
216	588	7520
216	663	9321
216	986	9321
217	248	6265
217	249	4234
217	275	1015
217	283	1000
217	382	1065
217	457	1055
217	476	0984
217	482	1183
217	518	8721
217	631	6115
217	647	0976
217	660	6232
217	666	9329
217	768	1038
217	774	1037
217	794	1015
217	796	1061
217	797	1011
217	810	8721
217	828	6534
217	829	1015
217	833	1015
217	841	6232
217	847	1183
217	849	1000
217	852	1183
217	853	6333
217	873	1060
217	889	0990
217	925	1058
217	982	5451
217	994	3808
218	246	1451
218	331	6084
218	440	719F
218	451	5816
218	482	1374
218	545	8762
218	564	1501
218	600	322E
218	682	1350
218	685	1475
218	692	1499
218	738	1431
218	743	1453
218	747	1450
218	756	1383
218	763	1387
218	780	6534
218	863	1443
218	867	1474
218	962	1391
218	987	4814
218	995	1512
219	253	0790
219	345	0800
219	683	6483
219	697	8654
219	778	0772
219	789	6725
219	809	1798
219	828	0832
224	209	6534
224	223	701E
224	542	9329
224	757	7607
225	282	8994
225	286	4618
225	387	9419
225	608	6853
225	625	0441
225	667	9419
225	701	6790
225	717	6214
225	777	0440
225	803	6664
225	874	9419
226	228	8821
226	400	154E
228	210	6630
228	264	6396
228	287	8071
228	295	8660
228	327	6214
228	380	6396
228	395	4664
228	424	6664
228	547	6664
228	641	9419
228	691	6735
228	883	6630
228	931	8640
229	240	6145
229	334	9419
229	390	9161
229	418	6298
229	518	6116
229	519	5156
229	588	6214
229	695	718F
229	723	0364
229	729	6744
229	848	6214
229	921	6540
231	223	0720
231	269	0704
231	343	6664
231	384	6003
231	448	0677
231	585	0721
231	607	6630
231	676	6534
231	760	0695
231	762	0732
231	792	2550
231	867	0671
231	902	4632
231	947	9323
234	207	6534
234	400	6025
234	575	516C
234	595	2687
239	250	6214
239	344	0341
239	434	0341
239	682	6214
239	745	5562
239	937	6906
240	246	8832
240	260	8992
240	362	9212
240	366	7421
240	389	7061
240	391	6050
240	406	0822
240	425	5245
240	436	4749
240	452	7849
240	625	6232
240	767	4820
240	783	8605
240	821	5966
240	857	7591
240	865	6119
240	920	6119
242	456	8903
246	232	8904
246	251	8904
246	274	8904
246	437	8904
246	537	059B
248	330	6003
248	508	6003
248	523	9748
248	610	6630
248	613	6534
248	753	9323
248	779	4044
248	864	3074
248	901	9323
248	945	9323
248	966	6630
248	981	6664
248	999	9323
249	878	8303
250	210	8301
250	301	6574
250	317	8821
250	338	8086
250	376	8086
250	429	8086
250	618	8821
250	627	8082
250	648	8086
250	767	8086
250	780	8086
250	791	8086
250	851	8086
250	909	497E
250	965	8086
250	999	154E
251	217	4936
251	249	4615
251	418	5255
251	445	9826
251	586	9236
251	600	773F
251	638	4864
251	647	6232
251	648	6664
251	650	4936
251	676	6031
251	771	9419
251	865	9789
251	966	0285
252	203	8645
252	217	6282
252	241	6324
252	429	864F
252	598	3766
252	858	8735
252	920	7229
252	935	0505
253	241	6010
253	302	5812
253	925	9638
254	248	2084
254	352	6746
254	623	1163
254	639	2060
254	641	0132
254	661	6114
254	699	2114
254	728	2105
254	876	9533
254	955	9533
254	999	0821
256	201	6214
256	215	9419
256	288	9419
256	329	9419
256	360	0286
256	375	6214
256	394	7475
256	417	5255
256	512	9419
256	514	6885
256	586	0283
256	633	5715
256	643	0314
256	670	6232
256	676	7469
256	728	0308
256	752	6859
256	785	8713
256	804	6859
256	906	5255
260	235	6725
260	350	6725
260	421	0772
260	691	0832
