120	207
122	603
124	802
126	413
128	339
128	351
128	508
128	617
128	774
128	781
128	857
128	978
130	401
132	203
132	212
132	347
132	516
132	631
132	646
132	718
132	845
132	914
132	917
132	929
133	570
133	845
133	914
134	413
134	518
136	315
136	607
138	570
138	607
140	585
140	716
140	814
220	609
220	856
222	609
222	856
224	201
224	551
224	732
224	848
224	862
224	908
224	973
226	484
226	570
226	610
226	717
226	814
228	215
228	267
228	302
228	484
228	610
230	814
232	484
232	570
232	610
232	717
232	814
232	908
234	412
234	724
236	202
236	240
236	301
236	443
236	540
236	571
236	703
238	240
238	301
238	410
238	443
240	240
240	301
240	304
240	681
240	717
240	814
242	410
242	443
244	276
244	540
246	540
246	571
246	703
248	434
248	804
250	336
250	434
252	252
252	757
254	304
254	540
254	681
256	304
256	681
256	724
320	216
320	234
320	330
320	440
322	234
322	330
322	440
324	614
324	740
325	234
325	330
326	419
326	567
326	734
328	513
328	937
330	812
332	219
332	260
332	574
334	260
334	574
336	217
336	317
336	574
336	765
338	812
340	248
340	313
340	517
340	586
340	734
340	810
340	947
340	989
342	715
342	906
344	989
346	517
348	231
348	269
348	517
348	616
350	715
350	920
352	320
352	534
352	715
354	608
354	779
354	815
356	262
356	414
356	815
356	920
358	219
358	224
358	262
358	312
358	331
358	630
358	708
358	773
358	779
358	815
358	847
358	872
360	608
360	779
360	815
362	618
364	779
364	815
366	217
366	309
366	815
368	309
368	779
368	815
370	217
374	217
376	217
420	828
422	336
422	704
422	803
422	828
422	864
422	980
424	336
424	910
424	919
426	919
428	843
428	910
430	828
430	864
432	843
434	803
434	843
436	843
438	256
438	334
438	404
438	470
438	678
438	706
438	762
438	770
440	843
440	912
442	478
442	706
442	762
442	803
444	229
446	478
44813	850
44814	850
44815	850
45009	850
45010	850
45011	850
45012	850
45204	386
45204	904
45402	352
45601	386
45806	321
45806	407
45808	321
45808	407
46017	305
46017	786
46017	954
46018	561
46018	772
462	270
462	502
462	812
464	270
464	731
464	931
466	502
466	606
466	859
468	270
468	662
468	731
468	901
470	256
470	270
470	615
470	931
472	256
472	423
472	706
472	762
472	828
474	423
474	606
474	828
474	865
476	205
476	256
476	938
477	256
477	662
477	938
478	229
478	334
480	228
480	251
480	850
482	205
482	225
482	251
482	318
482	601
482	662
482	731
482	769
482	985
484	228
484	985
486	318
486	870
486	903
488	337
490	504
490	601
490	985
492	225
520	314
520	573
520	618
520	636
521	573
522	417
522	479
522	620
522	870
522	918
524	660
524	712
524	816
524	913
526	417
526	479
526	918
528	479
528	501
528	573
528	870
528	918
530	318
530	870
532	316
532	417
532	580
532	620
532	719
532	918
534	308
534	402
534	719
534	785
536	405
536	580
536	806
538	539
538	620
538	918
540	575
540	915
542	432
542	915
544	806
546	580
546	806
548	940
550	325
552	214
552	254
552	430
552	469
552	682
552	817
552	903
552	940
552	972
554	430
554	870
554	903
556	254
558	512
560	281
560	409
560	713
560	832
560	936
560	979
562	409
564	361
566	210
566	830
566	956
568	956
570	979
620	507
620	563
620	605
620	641
620	712
624	218
624	715
626	218
626	320
626	605
628	320
628	507
628	612
628	651
628	763
628	952
630	402
630	507
630	605
630	712
632	515
632	641
632	660
634	309
634	319
634	563
634	608
634	660
634	779
634	815
635	319
635	507
635	563
636	218
636	605
636	701
638	406
638	605
638	701
640	307
640	308
640	402
640	406
640	507
640	605
640	701
640	712
644	402
644	605
644	660
644	712
646	307
646	308
646	605
646	785
646	970
648	208
648	406
650	307
650	406
650	701
652	208
652	307
652	541
652	775
654	208
654	307
654	308
654	406
654	435
654	605
654	970
656	303
656	308
656	720
656	970
658	719
660	385
660	435
660	702
660	775
660	801
660	928
664	432
664	505
664	575
666	435
666	480
666	520
666	602
666	623
666	702
666	760
666	928
668	520
668	575
668	928
670	458
670	530
670	541
672	360
672	458
672	503
672	509
672	541
672	971
674	206
674	253
674	360
674	425
676	208
676	509
676	541
720	530
720	541
720	702
720	775
721	702
721	760
721	775
722	408
722	415
722	510
722	650
722	707
722	831
722	925
724	530
724	916
726	530
726	707
726	916
728	209
728	559
730	213
730	310
730	323
730	424
730	562
730	626
730	657
730	661
730	714
730	747
730	760
730	805
730	818
730	909
730	928
730	949
730	951
732	442
732	619
732	760
732	858
734	661
734	805
736	408
736	831
738	209
738	559
740	805
820	787
820	939
822	340
824	242
826	876
828	809
828	829
828	849
830	246
830	264
830	268
830	284
830	345
830	441
830	473
830	649
830	664
830	721
830	758
830	767
830	784
830	868
830	869
832	907
834	808
870	670
871	671
884	684
888	204
888	226
888	249
888	250
888	289
888	306
888	343
888	403
888	416
888	418
888	438
888	450
888	506
888	514
888	519
888	579
888	581
888	587
888	604
888	613
888	647
888	705
888	709
888	778
888	780
888	807
888	819
888	867
888	902
888	905
920	203
920	475
920	860
921	631
922	513
922	812
922	859
923	234
923	330
923	419
923	567
923	740
923	937
924	814
927	540
928	434
929	540
932	276
932	304
932	681
937	765
937	937
938	217
938	812
93901	863
93902	239
93902	941
949	336
949	910
949	919
951	252
951	919
952	727
952	813
952	863
952	941
953	850
956	276
956	423
958	402
958	712
958	785
960	208
960	406
960	509
961	325
973	760
974	585
976	217
977	217
977	309
978	618
980	928
981	435
99999	207
99999	248
99999	254
99999	307
99999	318
99999	325
99999	347
99999	352
99999	413
99999	424
99999	432
99999	443
99999	515
99999	516
99999	606
99999	609
99999	614
99999	619
99999	684
99999	705
99999	718
99999	719
99999	754
99999	808
99999	809
99999	859
99999	906
99999	908
99999	914
99999	973
