0003	207
0004	207
0007	207
0010	207
0015	207
0019	207
0020	207
0021	859
0022	207
0024	207
0025	207
0027	207
0029	207
002A	876
0030	906
0034	207
0035	774
0036	413
0038	603
0039	603
0042	603
0043	603
0047	603
004D	915
0050	603
0051	805
0053	802
0055	302
0058	802
0059	516
0061	802
0064	802
0065	518
0066	865
0068	802
0069	802
0071	607
0072	518
0073	518
0076	716
0078	716
0079	518
0081	315
0084	413
0085	518
0089	607
0091	716
0095	631
0096	607
0096	845
0099	607
009B	646
0100	845
0105	518
0106	315
0109	716
0110	585
0111	315
0112	315
0116	518
0118	315
0121	585
0122	585
0125	518
0128	845
0129	315
0131	607
0132	254
0135	973
0138	908
0145	724
0148	920
0149	717
0151	570
0152	570
0155	678
0156	724
0161	570
0162	610
0165	717
0168	717
0169	610
0169	717
0169	814
016D	302
0170	717
0173	205
0175	610
0176	814
0177	570
0178	570
0179	724
0183	570
0185	724
0189	724
018A	352
018A	407
018A	904
0191	570
0194	814
0195	814
0200	724
0201	570
0204	570
0206	570
0208	859
0209	717
0209	724
0209	814
0210	814
0216	410
0219	434
0220	276
0225	540
0226	540
0233	540
0233	703
0233	804
0237	540
0238	540
0239	540
0244	434
0248	276
0249	540
0250	540
0253	540
0254	276
0254	434
0256	304
0257	304
0258	304
0267	304
0270	304
0277	724
0282	205
0283	256
0284	205
0285	251
0286	256
0291	850
0295	334
0299	334
029F	775
0300	205
0301	205
0302	205
0305	334
0307	205
0308	256
030F	828
0311	205
0312	205
0314	256
0316	205
0317	334
0324	334
0328	727
0328	813
0328	941
0332	940
0334	857
0335	904
0338	850
0340	850
0340	904
0341	239
0344	912
0347	912
0348	912
0354	706
0356	912
0357	706
0358	912
0360	706
0362	770
0364	229
0365	912
0368	706
0369	478
0371	334
0375	770
0376	912
0377	478
0379	912
0381	706
0382	706
0386	706
0387	912
0389	706
0392	706
0394	706
0395	478
0396	270
0398	270
0401	270
0402	502
0404	334
0406	606
0408	606
0413	270
0414	606
0417	270
0419	606
0421	731
0423	318
0424	337
0425	337
0427	318
0428	337
0430	337
0431	870
0431	903
0433	985
0434	337
0435	318
0436	318
0439	318
0440	225
0441	225
0445	434
0446	601
0447	662
0448	662
0451	601
0453	601
0454	662
0455	662
0457	662
0458	662
0460	662
0461	662
0463	573
0466	662
0467	662
0468	910
0470	336
0470	910
0471	336
0472	913
0474	704
0476	910
0480	806
0485	336
0491	336
0494	704
0496	336
0497	336
0500	910
0501	828
0502	910
0503	336
0505	252
0506	803
0509	828
0510	336
0511	336
0515	864
0517	864
0520	843
0523	843
0526	864
0527	843
0528	843
0531	803
0532	864
0535	803
0536	843
0538	864
0542	803
0544	843
0550	864
0551	803
0552	662
0553	931
0554	423
0558	973
0559	865
0561	731
0565	423
0570	931
0573	615
0574	423
0576	931
0577	865
0578	423
0579	615
0583	731
0585	419
0589	419
0590	419
0594	937
0597	740
0598	419
059B	246
0603	903
0604	419
0607	419
0612	419
0613	513
0615	419
0615	734
0615	740
0615	937
0618	937
0625	419
0626	631
0627	419
0630	440
0634	740
0640	567
0644	419
0645	419
0649	440
0650	419
0651	330
0654	419
0656	419
0661	330
0661	419
0661	440
0661	740
0662	419
0663	419
0665	419
0666	330
0669	616
0671	231
0672	269
0675	906
0676	269
0677	231
0679	269
0680	906
0681	269
0685	906
0688	269
0689	906
0691	517
0694	989
0695	231
0695	269
0704	231
0706	502
0708	989
0711	906
0713	906
0714	517
0717	906
0720	231
0721	231
0725	517
0726	517
072F	334
0732	231
0734	517
0737	989
0738	989
0742	765
0744	574
0747	765
0750	765
0751	260
0759	812
0769	715
0771	765
0772	219
0772	260
0772	574
0772	812
0775	765
0776	765
0777	317
0778	765
0779	812
077F	803
0788	765
0790	219
0792	765
0796	765
0797	574
0800	219
0801	812
0807	812
0809	812
0813	574
0815	574
0816	812
0818	765
081E	778
0821	254
0822	240
0822	402
0822	405
0822	480
0822	702
0822	724
0822	740
0822	832
0825	812
0826	765
0827	765
0828	765
0830	765
0831	765
0832	219
0832	260
0832	574
0837	765
0841	715
0843	715
0844	715
0847	608
0848	262
0848	815
0849	608
0850	715
0851	715
0855	715
0856	262
0857	920
0863	715
0865	715
0866	608
0868	608
0870	715
0877	920
0879	715
0880	608
0881	608
0886	262
0886	608
0886	715
0889	715
0892	608
0895	608
0898	920
0899	608
0902	715
0905	920
0908	608
0910	715
0912	715
0913	608
0914	920
0915	715
0917	608
0918	715
0922	715
0924	715
0925	920
0930	608
0931	920
0936	715
0938	920
0942	608
0943	920
0945	715
0946	262
0946	815
0950	320
0950	715
0952	262
0953	715
0954	920
0955	262
0956	715
0959	715
095A	870
0960	715
0963	608
0966	608
0967	608
0968	608
0971	715
0972	575
0975	269
0976	217
0977	740
0978	618
0983	309
0984	217
0990	217
0993	618
0999	320
1000	217
1000	815
1003	618
1004	309
1011	217
1012	618
1015	217
1015	618
1015	815
1016	309
1023	309
1024	618
1026	618
1029	309
1032	618
1036	608
1036	815
1037	217
1038	217
103G	530
1041	815
1046	815
1047	309
1048	815
1049	618
1050	815
1053	309
1054	309
1055	217
1058	217
1060	217
1061	217
1065	217
1066	309
1067	309
107D	301
1085	670
1086	815
1087	309
1088	618
1092	815
1094	641
1097	563
1098	712
1101	319
1105	712
1106	563
1107	563
1109	507
1112	712
1113	641
1115	319
1118	563
1119	641
111D	313
1121	563
1123	320
1123	641
1123	712
1125	563
1127	712
1128	402
1129	641
1130	563
1132	641
1133	712
1139	319
1141	712
1142	417
1142	479
1143	479
1144	501
1146	712
1147	319
114F	615
1150	563
1153	319
1155	715
1156	319
1157	515
1158	515
1159	715
1160	563
1162	319
1163	254
1163	432
1163	806
1163	870
1164	575
1165	918
1166	319
1167	515
1167	563
1167	641
1167	660
1167	712
1168	712
1169	641
1170	319
1171	319
1172	641
