023B	270
023B	281
023B	303
023B	314
023B	316
023B	320
023B	337
023B	405
023B	417
023B	432
023B	573
023B	575
023B	580
023B	601
023B	606
023B	612
023B	618
023B	620
023B	636
023B	651
023B	660
023B	662
023B	713
023B	717
023B	731
023B	763
023B	769
023B	785
023B	806
023B	870
023B	903
023B	918
023B	936
023B	952
023B	970
023B	972
0243	540
0244	434
0248	276
0248	423
0249	540
024E	234
024E	330
024E	419
024E	440
024E	567
024E	740
0250	540
0253	540
0254	276
0254	434
0254	540
0254	804
0254	919
0256	304
0257	304
0258	304
0259	304
0265	216
0265	234
0265	330
0265	440
0265	614
0265	937
0267	304
026D	303
026D	719
026D	720
0270	304
0270	681
0277	304
0277	724
0280	256
0280	931
0282	205
0283	256
0284	205
0284	251
0284	334
0285	251
0286	256
0290	256
0291	229
0291	850
0294	334
0294	850
0295	334
0298	251
0299	334
029F	702
029F	775
029G	575
0300	205
0301	205
0302	205
0302	256
0302	334
0304	251
0305	334
0306	251
0307	205
0308	256
030F	252
030F	828
030G	906
0311	205
0312	205
0314	256
0315	334
0316	205
0317	334
031D	570
031D	814
031G	570
031G	814
0321	631
0322	334
0324	334
0328	727
0328	813
0328	863
0328	941
032G	509
0330	321
0330	407
0331	772
0332	940
0334	617
0334	857
0335	904
0336	352
0336	386
0336	904
0338	229
0338	850
033D	401
033D	603
0340	850
0340	904
0341	239
0341	321
0341	352
0341	386
0341	407
0341	863
0341	941
0344	912
0346	706
0347	912
0348	912
034G	970
0351	910
0351	912
0354	706
0355	229
0356	912
0357	229
0357	478
0357	706
0358	912
035B	336
035D	401
0360	706
0362	706
0362	770
0364	229
0365	912
0368	706
0369	478
036B	330
036B	419
036B	440
036B	513
036B	567
036B	614
036B	740
036B	937
036F	325
036F	432
036F	575
036F	806
036F	940
0371	334
0371	706
0375	706
0375	770
0376	912
0377	478
0377	912
0378	912
0379	229
0379	912
0380	478
0381	478
0381	706
0382	706
0386	706
0387	912
0389	706
038E	519
038F	207
0392	706
0394	706
0395	478
0396	270
0398	270
0401	270
0402	502
0403	360
0404	334
0406	606
0408	606
0411	606
0412	270
0413	270
0414	606
0415	606
0417	270
0418	270
0419	606
0421	270
0421	731
0423	318
0424	337
0425	337
0425	409
0426	318
0427	318
0428	337
0429	225
0430	318
0430	337
0431	318
0431	870
0431	903
0432	337
0433	985
0434	337
0435	318
0436	318
0438	985
0439	318
0440	225
0441	225
0441	318
0442	337
0445	276
0445	434
0446	601
0447	662
0448	662
0449	662
0451	601
0452	318
0452	601
0452	662
0453	601
0454	601
0454	662
0455	662
0456	601
0457	662
0458	662
045G	206
0460	662
0461	662
0462	662
0463	573
0466	662
0467	662
0468	910
0469	828
046A	970
0470	252
0470	336
0470	910
0470	919
0471	336
0471	828
0471	910
0471	919
0472	660
0472	816
0472	913
0473	828
0474	704
0474	980
0476	336
0476	704
0476	828
0476	910
0476	919
0476	980
0478	910
047G	419
047G	567
0480	806
0483	336
0485	336
0485	919
0491	336
0494	704
0496	336
0496	910
0497	336
0498	828
0500	910
0501	336
0501	423
0501	828
0502	910
0503	336
0505	252
0506	803
0506	843
0506	864
0509	704
0509	828
050A	724
050E	319
050E	515
050E	563
050E	641
050E	712
0510	336
0511	336
0511	704
0512	843
0515	864
0516	803
0517	803
0517	864
051E	402
0520	803
0520	843
0521	803
0523	843
0526	803
0526	864
0527	843
0528	843
052G	404
0531	803
0532	864
0533	843
0535	803
0536	843
0538	864
0539	803
0541	803
0542	803
0544	843
0546	843
0550	864
0551	803
0552	662
0552	731
0553	931
0554	423
0557	423
0557	865
0558	201
0558	551
0558	862
0558	973
0559	865
055B	352
055B	850
055B	941
055F	207
0561	731
0562	615
0565	423
0566	931
0570	931
0571	731
0571	901
0573	615
0574	423
0575	615
0575	731
0575	865
0575	931
0576	731
0576	931
0577	865
0578	423
0579	615
0579	931
0581	615
0581	931
0583	731
0585	419
0586	419
0588	419
0589	419
0590	419
0591	419
0594	937
0595	612
0595	651
0595	763
0595	952
0597	740
0598	419
0603	214
0603	903
0604	419
0606	440
0607	419
0609	330
0612	419
0613	513
0614	419
0615	330
0615	419
0615	440
0615	513
0615	614
0615	734
0615	740
0615	937
0618	937
0619	419
0625	419
0626	631
0627	419
0630	440
0633	419
0634	740
0639	419
063E	217
063E	224
063E	309
063E	312
063E	331
063E	618
063E	630
063E	708
063E	773
063E	779
063E	815
063E	847
063E	872
0640	419
0640	567
0640	937
0644	419
0645	419
0649	419
0649	440
0650	419
0651	330
0654	419
0656	419
0658	419
0659	419
065E	317
0661	330
0661	419
0661	440
0661	513
0661	740
0661	937
0662	419
0663	419
0664	419
0665	419
0665	440
0665	567
0665	740
0665	937
0666	234
0666	330
0666	440
0666	740
0669	616
0671	231
0671	517
0671	616
0671	810
0671	989
0672	269
0672	517
0675	906
0676	269
0677	231
0678	989
0679	269
067D	470
067D	478
067D	678
067D	706
067D	912
067G	806
0680	906
0681	269
0681	517
0681	734
0681	989
0683	231
0685	906
0688	269
0689	906
068F	812
0691	517
0691	734
0692	616
0694	989
0695	231
0695	248
0695	269
0695	517
0695	586
0695	616
0695	734
0695	810
0695	989
0701	214
0701	469
0701	682
0701	817
0702	231
0702	734
0702	989
0703	231
0704	231
0705	231
0706	502
0708	810
0708	989
0711	906
0713	906
0714	517
0717	906
071F	240
071F	301
071F	410
071F	443
0720	231
0721	231
0721	989
0725	517
0726	517
0728	517
072F	205
072F	229
072F	251
072F	256
072F	334
072F	850
0732	231
0732	906
0732	989
0734	517
0735	989
0737	989
0738	989
073A	662
073F	302
0742	765
0744	574
0747	765
074F	202
074F	240
074F	571
074F	703
074G	802
0750	765
0751	260
0753	317
0753	765
0753	812
0756	260
0759	812
075A	618
075F	702
075F	775
075G	970
0760	541
0769	715
076F	458
076F	503
076F	541
076F	971
0771	765
0772	219
0772	260
0772	317
0772	574
0772	765
0772	812
0775	317
0775	765
0776	317
0776	765
0776	812
0777	317
0778	765
0779	812
077F	803
077F	843
077F	864
077G	304
0781	256
0783	260
0788	765
078E	213
078E	323
078E	424
078E	562
078E	626
078E	661
078E	714
078E	805
078E	818
078E	949
078F	303
078F	719
078F	720
078F	970
078G	587
078G	604
078G	647
078G	778
0790	219
0792	765
0793	507
0793	612
0793	651
0793	763
0793	952
0796	765
0797	574
079F	276
079F	434
079F	540
079F	571
079F	703
079F	757
079F	804
079G	912
0800	219
0801	812
0807	812
0809	812
080F	304
080F	681
0813	574
0815	574
0816	812
0818	317
0818	765
0818	812
0819	812
081A	228
081C	512
081E	204
081E	403
081E	587
081E	604
081E	778
081E	780
081F	307
0821	210
0821	214
0821	254
0821	281
0821	361
0821	409
0821	430
0821	432
0821	469
0821	512
0821	682
0821	713
0821	806
0821	817
0821	830
0821	832
0821	903
0821	915
0821	936
0821	940
0821	956
0821	972
0821	979
0822	202
0822	208
0822	209
0822	215
0822	240
0822	254
0822	262
0822	267
0822	281
0822	301
0822	302
0822	304
0822	314
0822	315
0822	316
0822	334
0822	337
0822	385
0822	402
0822	405
0822	409
0822	412
0822	414
0822	435
0822	443
0822	478
0822	479
0822	480
0822	484
0822	501
0822	505
0822	509
0822	520
0822	540
0822	559
0822	571
0822	585
0822	602
0822	609
0822	618
0822	619
0822	620
0822	623
0822	636
0822	702
0822	706
0822	713
0822	716
0822	719
0822	720
0822	724
0822	740
0822	760
0822	775
0822	801
0822	816
0822	832
0822	856
0822	858
0822	870
0822	913
0822	918
0822	936
0822	937
0822	970
0822	979
0825	812
0826	765
0827	765
0828	765
0829	765
082E	226
082E	289
082E	416
082E	613
082E	647
082E	705
0830	765
0831	260
0831	574
0831	765
0832	219
0832	260
0832	317
0832	574
0832	765
0832	812
0832	937
0834	812
0837	765
0839	574
083E	418
083E	438
083E	450
083E	514
083E	581
083E	819
083F	423
083F	762
083F	870
0841	608
0841	715
0841	920
0842	715
0843	715
0844	715
0846	715
0847	608
0848	262
0849	608
084E	715
0850	715
0851	715
0855	715
0856	262
0857	920
0859	608
0859	715
085D	734
0860	715
0861	715
0863	715
0865	715
0866	608
0868	608
086D	802
086G	931
0870	715
0872	608
0875	608
0877	920
0879	715
087D	787
087F	240
087F	301
0880	608
0881	608
0884	920
0886	262
0886	608
0886	715
0886	920
0889	715
088E	318
088E	985
0892	608
0893	225
0893	504
0893	985
0895	608
0896	920
0898	920
0899	608
089E	601
089E	662
089E	769
089G	832
0900	608
0902	715
0905	920
0908	608
0909	715
0910	715
0912	715
0913	608
0914	920
0915	715
0916	608
0917	608
0918	715
091G	971
0920	715
0922	262
0922	608
0922	715
0922	920
0924	608
0924	715
0924	920
0925	920
092G	401
0930	608
0931	920
0934	608
0935	302
0936	715
0937	715
0938	920
093F	314
093F	618
093F	816
0942	608
0943	920
0944	715
0945	715
0946	262
0949	715
094B	918
094F	715
094G	541
0950	320
0950	715
0951	715
0952	262
0953	715
0954	920
0955	262
0956	715
0958	608
0959	715
095A	870
095D	608
0960	715
0962	715
0963	608
0964	715
0966	608
0967	608
0968	608
096F	928
0970	608
0970	715
0970	920
0971	715
0972	575
0973	715
0974	715
0975	231
0975	248
0975	269
0975	313
0975	517
0975	586
0975	616
0975	734
0975	810
0975	989
0976	217
0976	309
0977	216
0977	330
0977	419
0977	440
0977	567
0977	614
0977	740
0978	618
097D	317
097D	574
097D	812
0980	815
0983	309
0984	217
0984	309
0988	248
0988	313
0988	586
0988	616
098E	406
0990	217
0993	618
0998	815
0999	320
1000	217
1000	309
1000	815
1003	618
1004	309
1009	815
100G	210
100G	281
100G	361
100G	409
100G	512
100G	830
100G	832
100G	936
100G	956
100G	979
1011	217
1012	618
1015	217
1015	309
1015	618
1015	815
1016	309
1017	309
101E	819
1020	618
1021	217
1023	309
1024	618
1025	618
1026	618
1029	309
102G	323
102G	626
102G	951
1032	618
1036	217
1036	309
1036	608
1036	618
1036	815
1037	217
1038	217
1038	309
1038	815
103C	303
103E	705
103E	807
103F	724
103G	530
1041	815
1043	217
1045	815
1046	815
1047	217
1047	309
1048	815
1049	618
104G	309
1050	815
1053	309
1054	309
1055	217
1055	618
1057	309
1057	815
1058	217
105D	507
105F	219
105F	260
105F	317
105F	574
105F	765
105F	812
1060	217
1061	217
1062	309
1065	217
1065	618
1066	309
1067	309
106F	605
1073	815
1075	309
1079	217
107D	240
107D	301
107D	410
107D	443
107F	507
107F	612
107F	651
107F	763
107F	952
1080	815
1085	670
1085	671
1086	815
1087	309
1088	618
1091	309
1092	815
1094	641
1097	563
1098	712
1101	319
1105	712
1106	563
1107	563
1108	641
1109	507
1109	515
1109	605
1109	712
110G	307
1110	563
1112	712
1113	641
1115	319
1118	563
1119	641
111D	231
111D	248
111D	269
111D	313
111D	517
111D	616
111D	734
111D	810
111D	989
1121	563
1123	218
1123	320
1123	507
1123	605
1123	641
1123	651
1123	701
1123	712
1123	763
1123	952
1125	563
1126	507
1126	563
1127	515
1127	641
1127	712
1128	308
1128	402
1128	785
1129	641
112F	828
1130	563
1132	641
1133	712
1134	641
1136	319
1137	641
1139	319
1141	712
1142	417
1142	479
1142	501
1142	870
1142	918
1143	479
1143	870
1143	918
1144	501
1144	870
1146	712
1147	319
114D	803
114D	843
114F	423
114F	615
114F	731
114F	865
114F	901
114F	931
114G	805
1150	563
1151	417
1151	573
1151	660
1151	816
1152	319
1152	641
1153	319
1155	608
1155	715
1155	920
1156	319
1157	515
1158	515
1159	608
1159	715
1159	920
1160	563
1162	319
1163	254
1163	325
1163	432
1163	806
1163	870
1163	903
1163	936
1163	940
1164	575
1165	405
1165	580
1165	918
1166	319
1167	319
1167	515
1167	563
1167	641
1167	660
1167	712
1168	712
1169	641
116F	906
1170	319
1170	515
1170	563
1170	641
1170	712
1171	319
1172	641
1173	319
1174	712
1175	641
1176	712
1177	641
1178	319
1178	515
1178	563
1178	641
1178	660
1178	712
1179	515
117F	385
117F	435
117F	801
1181	254
1181	325
1181	409
1181	432
1181	806
1181	903
1181	915
1181	936
1181	940
1181	972
1181	979
1183	217
1183	309
1183	608
1183	618
1183	815
1187	641
1188	515
1189	712
118F	201
118F	551
118F	609
118F	732
118F	848
118F	856
118F	862
118F	908
118F	973
1190	435
1191	563
1192	435
1193	505
1193	575
1195	712
1199	563
119F	405
119F	539
119F	580
119F	918
1200	231
1200	248
1200	269
1200	313
1200	517
1200	586
1200	616
1200	734
1200	810
1200	989
1202	712
1203	641
1205	515
1206	712
1209	641
120A	876
120F	204
1212	515
1213	712
1214	319
1215	212
1215	347
1215	516
1215	631
1215	646
1215	845
1215	914
1215	917
1217	319
1220	319
1222	563
1225	515
1226	320
1226	763
1227	315
1227	518
1228	515
1229	563
122D	620
122D	785
1230	563
1231	575
1232	641
1237	712
1238	319
1239	712
123F	505
123F	575
1241	563
1242	563
1245	515
1246	641
1247	319
1248	641
124F	270
124F	276
124F	423
124F	615
124F	731
124F	865
124F	901
124F	931
1250	319
1251	319
1252	712
1255	207
1257	319
1259	507
1259	712
125A	580
1260	712
1261	515
1261	712
1262	515
1262	641
1263	515
1264	319
1265	563
1266	319
1269	319
1270	712
1271	641
1273	712
1274	563
1275	319
1276	563
1277	515
1278	319
127G	540
1280	712
1282	641
1283	712
1284	712
1285	712
128D	216
128D	234
128D	330
128D	419
128D	440
128D	513
128D	567
128D	614
128D	740
128D	937
1291	712
1292	641
1293	319
1294	712
1295	319
1297	641
1298	319
129D	215
129D	267
129D	412
129D	484
129D	610
129D	724
129G	210
129G	214
129G	254
129G	281
129G	361
129G	409
129G	469
129G	512
129G	682
129G	713
129G	817
129G	830
129G	832
129G	903
129G	936
129G	940
129G	956
129G	972
129G	979
1301	712
1302	319
1303	515
1304	319
1305	515
1306	641
1307	712
1308	712
1309	712
130A	712
1310	515
1316	712
1319	319
131D	339
131D	413
131D	508
131D	617
131D	774
131D	781
131D	857
131D	978
1320	319
1322	641
1324	712
1326	712
1327	712
1328	515
1329	319
1331	712
1332	319
1334	712
1335	712
1336	563
1337	641
1338	507
1342	515
1343	563
1344	641
1344	712
1345	507
1345	563
1346	507
1346	563
1347	320
1348	218
1350	218
1353	218
1356	320
1358	507
1358	641
1362	763
1365	218
1367	320
1367	507
1367	651
1367	712
1367	952
1369	202
136A	404
136A	678
136A	770
1370	320
1372	507
1373	218
1373	320
1374	218
1375	507
1376	212
1376	347
1376	516
1376	631
1376	646
1376	718
1376	845
1376	914
1381	507
1383	218
1384	507
1385	218
1386	952
1387	218
1389	320
1389	605
138D	226
138D	519
138E	757
138E	804
1390	320
1391	218
1395	218
1396	218
1396	320
1399	507
139F	210
139F	214
139F	281
139F	361
139F	469
139F	512
139F	682
139F	713
139F	817
139F	830
139F	903
139F	936
139F	979
1401	218
1401	701
1403	320
1404	507
1404	563
1405	712
1406	507
1408	507
1409	320
1410	218
1411	480
1411	602
1411	623
1412	507
1413	320
1414	320
1414	763
1417	205
1417	334
1419	507
141F	204
1421	507
1422	507
1423	320
1424	507
1424	563
1425	507
1426	507
1427	507
142C	417
142D	201
142D	609
142D	732
142D	848
142D	856
142D	862
142D	908
142D	973
142G	713
1430	320
1431	218
1433	320
1439	507
1440	507
1442	507
1443	218
1443	701
1445	218
1445	320
1445	507
1447	701
1448	320
1449	907
144E	269
1450	218
1451	218
1453	218
1454	507
1456	218
1456	320
1456	507
1456	651
1456	763
1456	952
145D	302
1460	684
146D	304
146E	208
1472	507
1474	218
1475	218
1475	320
1476	320
1477	509
1479	952
1482	763
1483	507
1483	651
1484	208
1484	509
1485	507
1485	563
1487	320
1488	360
148G	918
1491	218
1494	320
1495	320
1495	605
1499	218
149D	218
149D	320
149D	612
149D	651
149D	763
149D	952
1500	218
1501	218
1502	507
1505	218
1507	320
1508	507
1509	701
150C	225
150C	337
150C	504
150C	985
150G	731
1510	507
1512	218
1515	507
1516	308
1517	402
1518	308
1519	920
1524	402
1525	402
1525	605
1526	308
1530	308
1531	308
1531	402
1532	308
1533	662
1534	308
1536	308
1537	308
153F	225
153F	318
153F	337
153F	504
153F	985
1540	402
1540	785
1542	402
154C	843
154E	204
154E	226
154E	250
154E	289
154E	306
154E	403
154E	416
154E	418
154E	438
154E	450
154E	506
154E	514
154E	519
154E	581
154E	587
154E	604
154E	613
154E	647
154E	705
154E	709
154E	778
154E	780
154E	807
154E	819
154E	902
154E	905
1551	480
1551	602
1551	623
1553	308
1553	402
1555	402
1556	402
1557	308
1557	785
1558	308
1559	402
155E	347
155E	516
155E	631
155E	646
155E	718
155E	845
155E	914
155E	917
155E	929
155F	234
155F	330
1561	308
1562	308
1563	402
1565	402
1567	308
1568	402
1568	531
1568	712
1568	785
1574	308
1576	308
1576	402
1576	605
1577	308
1577	402
1577	605
1577	785
1577	970
157F	971
1581	402
1582	402
1586	402
1590	308
1591	402
1592	402
1597	308
159F	206
159F	253
159F	360
159F	425
1601	701
1604	701
1607	605
1607	701
1610	701
1611	605
1611	701
1615	701
1616	701
1617	701
161F	224
161F	312
161F	331
161F	708
161F	773
161F	779
161F	815
161F	872
1622	701
1625	701
1630	218
1630	701
1631	605
1631	701
1632	406
1632	701
1636	701
1638	406
1638	701
1640	605
1642	605
1642	712
1647	605
1649	605
1650	605
1651	507
1651	605
1652	605
1653	605
1654	507
1654	605
1657	507
1657	605
1659	307
1659	308
1659	605
1660	605
1662	605
1662	701
1664	605
1664	701
1666	605
1667	605
1668	605
1669	605
1670	605
1671	605
1674	605
1674	701
1676	605
1677	605
1678	701
1679	605
167F	575
1680	605
1680	701
1681	605
1681	701
1682	605
1683	701
1684	605
1685	605
1686	402
1686	605
1688	605
1689	406
1689	605
1689	701
168F	641
168G	757
1691	479
1691	501
1691	870
1692	501
1697	501
1698	870
1699	479
169D	808
169E	715
1701	864
1702	870
1703	215
1703	267
1703	302
1703	484
1703	610
1703	717
1704	479
1704	918
1706	870
1709	479
1710	479
1711	870
1712	870
1713	870
1718	479
1720	501
1721	870
1722	870
1724	870
1724	903
1726	870
1727	318
1727	870
1729	870
172E	512
1733	870
1734	479
1734	501
1746	402
1746	785
174A	207
174A	508
174A	617
174A	781
174A	978
174G	581
1750	608
1752	816
1756	620
1758	620
1759	417
1759	620
1759	660
1759	913
1761	785
1762	318
1764	580
1764	620
1769	404
1769	470
1769	678
1769	706
1769	770
1772	307
1772	435
1772	970
1777	620
1777	785
1778	785
177F	214
177F	281
177F	469
177F	713
177F	817
177F	903
177F	936
1780	620
1781	620
1781	785
1782	620
1782	785
1784	803
1784	843
1784	864
1785	402
1785	785
1788	580
1788	620
1791	620
1798	219
1799	701
179G	786
1801	620
1802	316
1802	620
1802	785
1807	785
1807	816
1807	913
1808	620
1809	620
1810	620
1810	785
1810	913
1811	417
1811	573
1811	660
1811	712
1811	816
1812	620
1814	913
1816	620
1817	620
1817	719
1818	417
1818	620
1818	660
1818	913
1818	918
181D	225
181D	318
181D	337
181D	504
181D	985
1820	785
1826	308
1826	620
1826	785
1827	620
1827	719
1827	785
1829	620
1829	785
1831	580
1831	620
1833	620
1835	620
1835	719
1835	785
1839	620
1839	785
183D	520
183D	928
183G	620
1840	785
1841	580
1841	620
1842	620
1842	785
1842	913
1845	785
1847	620
1849	785
184D	612
1852	620
1854	618
1860	660
1864	660
1865	660
1866	417
1866	479
1866	918
1874	573
1876	573
187G	775
1882	573
1885	417
1885	573
1885	660
1885	816
1885	870
1886	417
1887	417
1888	641
1888	660
1890	660
1893	417
1900	417
1901	573
1908	417
190E	289
190E	416
190E	613
190E	705
1912	417
1913	201
1913	551
1913	609
1913	732
1913	848
1913	856
1913	862
1913	908
1913	973
1914	573
1914	660
1917	660
1920	417
1927	573
1928	573
1929	660
192F	208
1931	660
1932	816
1934	636
1935	660
1936	417
193C	315
193C	518
193F	606
1941	518
1942	660
1945	417
1945	918
1949	573
194G	940
1951	417
1958	202
1958	215
1958	240
1958	267
1958	301
1958	410
1958	443
1958	484
1958	571
1958	609
1958	703
1958	717
1958	732
1958	856
1958	908
1958	973
1959	201
1959	609
1959	856
1959	908
1960	202
1960	571
1965	580
1965	918
1966	918
1968	918
1969	918
196F	479
196F	501
196F	870
1972	202
1974	918
1976	580
1977	918
1979	580
1979	918
1980	405
1980	580
1981	918
1982	918
1984	405
1984	580
1984	918
1985	918
1988	580
1988	806
198D	563
1991	302
1994	918
1995	405
1997	830
199F	203
199F	475
199F	860
2006	405
2008	580
200F	206
200F	253
200F	360
200F	425
2010	580
2011	918
2013	918
2014	918
2016	575
2016	580
2016	719
2016	806
2017	580
2018	405
2018	580
201A	204
201A	226
201A	289
201A	403
201A	416
201A	438
201A	514
201A	519
201A	587
201A	604
201A	613
201A	647
201A	778
201A	780
201A	905
2020	405
2022	918
2023	918
2025	580
2029	580
202E	561
202E	786
202E	954
2030	620
2030	918
2032	580
2034	918
2038	903
2039	432
2040	979
2041	940
2043	940
2046	806
204A	563
204F	661
204G	931
2052	254
2052	325
2057	325
2059	979
205B	404
205B	678
205B	770
205D	678
205D	706
205D	770
2060	254
2060	325
2061	940
2065	903
2068	903
2068	936
2069	940
206A	321
206A	352
206A	386
206A	561
206A	786
206A	904
206A	954
206B	616
206C	213
206C	310
206C	323
206C	408
206C	415
206C	424
206C	510
206C	562
206C	619
206C	626
206C	650
206C	657
206C	714
206C	747
206C	760
206C	805
206C	818
206C	831
206C	858
206C	909
206C	925
206C	949
206C	951
206D	712
206F	505
2070	903
2071	806
2072	281
2072	979
2073	956
2076	361
2076	979
2083	830
2084	254
2084	903
2084	936
2084	940
2084	972
2086	325
2086	830
208D	334
2090	254
2090	325
2090	830
2090	956
2091	281
2091	832
2093	979
2094	419
2097	830
2101	940
2103	361
2104	936
2105	254
2106	435
2106	801
2107	936
2109	936
210F	276
2112	806
2114	254
2114	281
2114	361
2114	512
2114	817
2114	830
2114	832
2114	940
2114	979
2116	940
2117	361
2118	809
211C	716
211D	316
211D	620
2130	903
2131	806
2134	361
2135	830
213C	570
213C	724
213C	814
213F	260
2140	512
2141	580
2141	940
2143	806
2147	254
2147	281
2147	832
2147	936
2147	979
214F	517
214F	734
2150	903
2151	325
2152	214
2152	281
2152	409
2152	469
2152	682
2152	713
2152	817
2152	832
2152	940
2152	972
2152	979
2153	254
2153	409
2153	806
2153	817
2153	940
2153	972
2154	281
2154	469
2154	512
2154	817
2154	830
2154	832
2154	903
2154	936
2154	972
2154	979
2159	361
2159	830
2159	956
215A	702
215F	234
215F	330
215F	419
215F	567
215G	503
215G	971
2166	806
2168	432
2169	928
216G	646
2170	806
2171	520
2171	928
2172	928
2173	520
2174	928
2176	520
2176	575
2176	928
2178	719
2179	520
217F	803
217F	843
217F	864
2180	612
2180	641
2181	303
2182	719
2184	970
2185	719
2185	970
2186	303
2186	719
2186	970
2187	719
2188	970
2190	970
2191	623
2191	928
2192	719
2193	970
2194	970
2195	719
2196	308
2196	970
2197	970
2198	719
2199	970
2200	702
2200	760
2200	928
2201	970
2202	303
2203	719
2204	719
2206	970
2207	303
2208	970
2209	970
220C	228
220C	662
220C	769
2210	970
2213	208
2213	435
2214	208
2214	307
2215	208
2217	201
2217	202
2217	301
2217	410
2218	208
2219	208
221C	704
221F	319
221F	515
221F	563
2220	208
2220	775
2221	208
2222	208
2225	208
2226	208
2226	480
2226	520
2226	541
2226	928
2227	208
2230	208
2231	208
2232	208
2233	208
2233	775
2235	208
2235	406
2240	316
2240	620
2240	785
2240	913
2241	406
2242	406
2243	418
2243	438
2243	450
2243	514
2243	579
2243	581
2243	709
2243	819
2244	406
2246	406
2246	701
2247	406
2247	701
2248	406
2249	406
2250	307
2250	406
2251	307
2251	406
2252	406
2254	406
2255	406
2257	406
2259	575
225C	262
225C	608
225C	920
225F	314
225F	573
225F	636
2262	575
2262	806
2263	575
2264	575
2265	575
2268	575
2270	575
2272	575
2274	505
2277	435
2277	801
2278	435
2279	435
227F	262
227F	414
227F	920
2282	435
2283	435
2283	801
2286	435
2286	928
2287	435
2288	435
2289	307
228C	240
228C	301
228C	410
228C	443
2290	307
2291	307
2291	970
2295	208
2295	307
2296	307
2297	307
2297	435
2297	970
2299	307
2301	209
2308	530
2308	707
2308	916
2309	308
2309	402
2311	530
2313	530
2313	559
2315	209
2315	408
2315	530
2318	530
2319	310
2319	408
2319	415
2319	424
2319	442
2319	559
2319	562
2319	626
2319	657
2319	661
2319	707
2319	714
2319	760
2319	805
2319	818
2319	909
2319	949
2319	951
231C	276
231C	434
231C	540
231C	804
2320	224
2320	779
2320	815
2320	847
2321	530
