Sheet = "8102-PART1.pdf"
-------------
"SWCLLI","POPID","BEGDATE","ENDDATE","REPLDATE"
"ALNAPAAL0MD","8014","10/1/99","9/30/06","-"
"ALNAPAAL71T","8014","10/1/99","9/30/06","-"
"ALNAPAALDS1","8014","10/1/99","9/30/06","-"
"ALNAPAATCM8","8014","10/1/99","9/30/06","-"
"ALNAPABYCM8","8014","10/1/99","9/30/06","-"
"ALNAPABYW06","8014","10/1/99","9/30/06","-"
"ALNAPADVCM1","8014","10/1/99","9/30/06","-"
"ALNAPALOCM1","8014","10/1/99","9/30/06","-"
"ALNAPALOCM8","8014","10/1/99","9/30/06","-"
"ALNCNEAFCM1","4040","10/1/99","9/30/06","-"
"ALNCNENWRS1","4040","10/1/99","9/30/06","-"
"ALNCOH8282C","2050","10/1/99","9/30/06","-"
"ALNDNCXARS0","4001","10/1/99","9/30/06","-"
"ALNSMIXJDS0","3800","10/1/99","9/30/06","-"
"ALNTWIXARS0","2240","10/1/99","9/30/06","-"
"ALOHORAECM1","4262","10/1/99","9/30/06","-"
"ALOHORXXDS1","4262","10/1/99","9/30/06","-"
"ALPEARXADS0","3060","10/1/99","9/30/06","-"
"ALPEMIAHCM2","3830","10/1/99","9/30/06","-"
"ALPEMIXGDS0","3830","10/1/99","9/30/06","-"
"ALPESDXA849","4370","10/1/99","9/30/06","-"
"ALPGCAXFRS1","3110","10/1/99","9/30/06","-"
"ALPHGAXARS0","3330","10/1/99","9/30/06","-"
"ALPHIAXORS0","3370","10/1/99","9/30/06","-"
"ALPHILXDRS0","8523","10/1/99","9/30/06","-"
"ALPIAZXCRS1","2210","10/1/99","9/30/06","-"
"ALPICA12DS0","3102","10/1/99","9/30/06","-"
"ALPINJ15CM1","4165","10/1/99","9/30/06","-"
"ALPINJAACM8","4075","10/1/99","9/30/06","-"
"ALPITXAPDS0","4530","10/1/99","9/30/06","-"
"ALPIWYXCRS1","2030","10/1/99","9/30/06","-"
"ALPKCOMARS3","3200","10/1/99","9/30/06","-"
"ALPNCAXFRS2","3170","10/1/99","9/30/06","-"
"ALPRGAMA0MD","3335","10/1/99","9/30/06","-"
"ALPRGAMA47C","3335","10/1/99","9/30/06","-"
"ALPRGAMARS1","3335","10/1/99","9/30/06","-"
"ALQPPAALDS0","2060","10/1/99","9/30/06","-"
"ALRGVAXARS0","4630","10/1/99","9/30/06","-"
"ALSEORXXRS1","4250","10/1/99","9/30/06","-"
"ALSNARXADS0","3060","10/1/99","9/30/06","-"
"ALSNCOXCRS1","3200","10/1/99","9/30/06","-"
"ALSNIAABDS0","3370","10/1/99","9/30/06","-"
"ALSNTXALRS0","4430","10/1/99","9/30/06","-"
"ALSPFLAACM1","8005","10/1/99","9/30/06","-"
"ALSPFLCUCM1","3282","10/1/99","9/30/06","-"
"ALSPFLXADS0","8005","10/1/99","9/30/06","-"
"ALSTNHLIRS1","4060","10/1/99","9/30/06","-"
"ALTAIAANRL0","3410","10/1/99","9/30/06","-"
"ALTAMTXCRS1","3945","10/1/99","9/30/06","-"
"ALTAUTMARS1","4570","10/1/99","9/30/06","-"
"ALTHARMARS2","3070","10/1/99","9/30/06","-"
"ALTNIAXODS0","3410","10/1/99","9/30/06","-"
"ALTNILAKDS0","3900","10/1/99","9/30/06","-"
"ALTNKSXARS0","3650","10/1/99","9/30/06","-"
"ALTNMEXARS1","3780","10/1/99","9/30/06","-"
"ALTNMIXIRS0","3825","10/1/99","9/30/06","-"
"ALTNMOXARS0","8027","10/1/99","9/30/06","-"
"ALTNMTXBRS1","3945","10/1/99","9/30/06","-"
"ALTNMTXCRS1","3945","10/1/99","9/30/06","-"
"ALTNNCXARS0","3962","10/1/99","9/30/06","-"
"ALTNNHXADS0","4060","10/1/99","9/30/06","-"
"ALTOIAXORS0","3400","10/1/99","9/30/06","-"
"ALTOMIMNRSA","3800","10/1/99","9/30/06","-"
"ALTONMXCDS0","4105","10/1/99","9/30/06","-"
"ALTOTXXODS0","2080","10/1/99","9/30/06","-"
"ALTRCAAH1MD","3145","10/1/99","9/30/06","-"
"ALTRCAXFDS0","3145","10/1/99","9/30/06","-"
"ALTRFLXARSA","3322","10/1/99","9/30/06","-"
"ALTRMNXARS0","3855","10/1/99","9/30/06","-"
"ALTSARXARS1","3060","10/1/99","9/30/06","-"
"ALTSOKMADS0","4230","10/1/99","9/30/06","-"
"ALTVIAXPDS0","3400","10/1/99","9/30/06","-"
"ALTVKSXARS0","3650","10/1/99","9/30/06","-"
"ALTVVAXARS0","4600","10/1/99","9/30/06","-"
"ALTWMDATDS0","3221","10/1/99","9/30/06","-"
"ALTWNJALDS5","4090","10/1/99","9/30/06","-"
"ALTWNJCCCM8","4090","10/1/99","9/30/06","-"
"ALTWPAAEDS0","4300","10/1/99","9/30/06","-"
"ALTWPAALDS0","4300","10/1/99","9/30/06","-"
"ALTWPAALW04","4300","10/1/99","9/30/06","-"
"ALTWPACSDS0","4300","10/1/99","9/30/06","-"
"ALTWPACYBB0","4300","10/1/99","9/30/06","-"
"ALTWPADTRS0","4300","10/1/99","9/30/06","-"
"ALTWPAFBCM8","4300","10/1/99","9/30/06","-"
"ALTWPAHSDS0","4300","10/1/99","9/30/06","-"
"ALTWPAMTDS0","4300","10/1/99","9/30/06","-"
"ALVAOKMARS1","4230","10/1/99","9/30/06","-"
"ALVDMNXARS0","4030","10/1/99","9/30/06","-"
"ALVDTXTIRS0","2040","10/1/99","9/30/06","-"
"ALVJCABBDS0","3085","10/1/99","9/30/06","-"
"ALVLALMADS0","3000","10/1/99","9/30/06","-"
"ALVLPAXARS1","4275","10/1/99","9/30/06","-"
"ALVNILXCRS0","3460","10/1/99","9/30/06","-"
"ALVNTXALDS0","2080","10/1/99","9/30/06","-"
"ALVPFLAAH01","8005","10/1/99","9/30/06","-"
"ALVRIAXORS4","3410","10/1/99","9/30/06","-"
"ALVRTXXARS0","2040","10/1/99","9/30/06","-"
"ALWDVAXARS0","4600","10/1/99","9/30/06","-"
"ALXNIAXORS6","3400","10/1/99","9/30/06","-"
"ALXNILXGRS0","3510","10/1/99","9/30/06","-"
"ALXNIN01DS0","3590","10/1/99","9/30/06","-"
"ALXNKSXARS0","3650","10/1/99","9/30/06","-"
"ALXNKYALRS0","3730","10/1/99","9/30/06","-"
"ALXNLA12BMD","3730","10/1/99","9/30/06","-"
"ALXNLA19CM1","3730","10/1/99","9/30/06","-"
"ALXNLA19H01","3730","10/1/99","9/30/06","-"
"ALXNLABSCM1","3730","10/1/99","9/30/06","-"
"ALXNLADVRS1","3730","10/1/99","9/30/06","-"
"ALXNLAMADS0","3730","10/1/99","9/30/06","-"
"ALXNLAMADS1","3730","10/1/99","9/30/06","-"
"ALXNLATGDS0","3730","10/1/99","9/30/06","-"
"ALXNMNAFCM0","3870","10/1/99","9/30/06","-"
"ALXNMNXACM7","3870","10/1/99","9/30/06","-"
"ALXNMNXADS0","3870","10/1/99","9/30/06","-"
"ALXNMNXLRS8","3870","10/1/99","9/30/06","-"
"ALXNNDBCRS2","4020","10/1/99","9/30/06","-"
"ALXNNEXLRS0","4050","10/1/99","9/30/06","-"
"ALXNOHXARS1","4190","10/1/99","9/30/06","-"
"ALXNPAAXRS1","8014","10/1/99","9/30/06","-"
"ALXNSDXADS1","4370","10/1/99","9/30/06","-"
"ALXNTXXARS0","2040","10/1/99","9/30/06","-"
"ALXNVAADDS0","3221","10/1/99","9/30/06","-"
"ALXNVAAXDS0","3221","10/1/99","9/30/06","-"
"ALXNVABADS0","3221","10/1/99","9/30/06","-"
"ALXNVABADSS","3221","10/1/99","9/30/06","-"
"ALXNVABHCM8","3221","10/1/99","9/30/06","-"
"ALXNVABRDS0","3221","10/1/99","9/30/06","-"
"ALXNVACNDS0","3221","10/1/99","9/30/06","-"
"ALXNVAFRDS0","3221","10/1/99","9/30/06","-"
"ALXNVAGB1MD","3221","10/1/99","9/30/06","-"
"ALXNVAGBDS0","3221","10/1/99","9/30/06","-"
"ALXNVAMVDS0","3221","10/1/99","9/30/06","-"
"ALXNVAWBCM1","3221","10/1/99","9/30/06","-"
"ALXSILXDRS0","8523","10/1/99","9/30/06","-"
"ALZDMTXCRS1","3930","10/1/99","9/30/06","-"
"AMANIAXODS0","3370","10/1/99","9/30/06","-"
"AMBGWIXADS0","4660","10/1/99","9/30/06","-"
"AMBLAKXADS1","2220","10/1/99","9/30/06","-"
"AMBLMIXJDS0","3800","10/1/99","9/30/06","-"
"AMBLPAAM0MD","4300","10/1/99","9/30/06","-"
"AMBLPAAMDS0","4300","10/1/99","9/30/06","-"
"AMBLPAAMRS0","4300","10/1/99","9/30/06","-"
"AMBRIAAMCM4","3370","10/1/99","9/30/06","-"
"AMBRNDXARS1","4020","10/1/99","9/30/06","-"
"AMBRNYABRS1","2280","10/1/99","9/30/06","-"
"AMBRPAAMRS0","2060","10/1/99","9/30/06","-"
"AMBYILXARS0","3463","10/1/99","9/30/06","-"
"AMBYMNXARS6","3855","10/1/99","9/30/06","-"
"AMBYWAXARS0","4262","10/1/99","9/30/06","-"
"AMDAOHXARS0","4190","10/1/99","9/30/06","-"
"AMDNNDXARS8","4020","10/1/99","9/30/06","-"
"AMELVAXADS1","4622","10/1/99","9/30/06","-"
"AMENNYANRS0","8156","10/1/99","9/30/06","-"
"AMESIAAICM1","3400","10/1/99","9/30/06","-"
"AMESIAAJ2MD","3400","10/1/99","9/30/06","-"
"AMESIABNCM1","3400","10/1/99","9/30/06","-"
"AMESIASN0KD","3400","10/1/99","9/30/06","-"
"AMESIATCDS0","3400","10/1/99","9/30/06","-"
"AMESIAWSDS0","3400","10/1/99","9/30/06","-"
"AMESOKXARS0","4230","10/1/99","9/30/06","-"
"AMFKUTMADS0","4565","10/1/99","9/30/06","-"
"AMFLID01CM1","8352","10/1/99","9/30/06","-"
"AMFLIDMARS1","8352","10/1/99","9/30/06","-"
"AMHRMAFEDS0","2200","10/1/99","9/30/06","-"
"AMHRMASPRS2","2200","10/1/99","9/30/06","-"
"AMHRNEXGRL1","4040","10/1/99","9/30/06","-"
"AMHRNYMPDS0","2192","10/1/99","9/30/06","-"
"AMHROHXARS2","4180","10/1/99","9/30/06","-"
"AMHROHXBRS1","4180","10/1/99","9/30/06","-"
"AMHRTXXARS0","4520","10/1/99","9/30/06","-"
"AMHRVAXADS0","4600","10/1/99","9/30/06","-"
"AMHRWIXADS1","4660","10/1/99","9/30/06","-"
"AMITLAMARS1","2152","10/1/99","9/30/06","-"
"AMLKAKXA553","2220","10/1/99","9/30/06","-"
"AMRCGAANCM1","3330","10/1/99","9/30/06","-"
"AMRCGAMADS1","3330","10/1/99","9/30/06","-"
"AMRCGAPCCM1","3330","10/1/99","9/30/06","-"
"AMRCKSXADS0","3660","10/1/99","9/30/06","-"
"AMRLTX0215T","4430","10/1/99","9/30/06","-"
"AMRLTX02CG0","4430","10/1/99","9/30/06","-"
"AMRLTX02QMD","4430","10/1/99","9/30/06","-"
"AMRLTX02RS1","4430","10/1/99","9/30/06","-"
"AMRLTX20CM0","4430","10/1/99","9/30/06","-"
"AMRLTX911MD","4430","10/1/99","9/30/06","-"
"AMRLTX92WSM","4430","10/1/99","9/30/06","-"
"AMRLTX9809Z","4430","10/1/99","9/30/06","-"
"AMRLTX9812Z","4430","10/1/99","9/30/06","-"
"AMRLTX9818Z","4430","10/1/99","9/30/06","-"
"AMRLTX9819Z","4430","10/1/99","9/30/06","-"
"AMRLTX98DS0","4430","10/1/99","9/30/06","-"
"AMRLTX98XCY","4430","10/1/99","9/30/06","-"
"AMRLTXDIRS0","4430","10/1/99","9/30/06","-"
"AMRLTXEVDS0","4430","10/1/99","9/30/06","-"
"AMRLTXFLDS0","4430","10/1/99","9/30/06","-"
"AMRLTXHE0MD","4430","10/1/99","9/30/06","-"
"AMRLTXJW1MD","4430","10/1/99","9/30/06","-"
"AMRLTXOSRS0","4430","10/1/99","9/30/06","-"
"AMRLTXUTDS0","4430","10/1/99","9/30/06","-"
"AMRTMOXARS0","2020","10/1/99","9/30/06","-"
"AMRYMSMADS0","3920","10/1/99","9/30/06","-"
"AMRYWIXADSA","4670","10/1/99","9/30/06","-"
"AMSAMIMNRSA","3825","10/1/99","9/30/06","-"
"AMSBMAPLRS1","3747","10/1/99","9/30/06","-"
"AMSBMAPLRS2","3747","10/1/99","9/30/06","-"
"AMSTMOXARS0","2020","10/1/99","9/30/06","-"
"AMSTMTMARS1","3930","10/1/99","9/30/06","-"
"AMSTNYPEDS0","4130","10/1/99","9/30/06","-"
"AMSTOHXARS0","4191","10/1/99","9/30/06","-"
"AMTYARXARS0","3060","10/1/99","9/30/06","-"
"AMTYORXXRS0","4262","10/1/99","9/30/06","-"
"AMVLOHXARS0","4168","10/1/99","9/30/06","-"
"AMVLORXXDS0","4265","10/1/99","9/30/06","-"
"AMZNMOXARS0","2020","10/1/99","9/30/06","-"
"ANARMIMNCG1","8475","10/1/99","9/30/06","-"
"ANARMIMNDS0","8475","10/1/99","9/30/06","-"
"ANARMISEDS0","8475","10/1/99","9/30/06","-"
"ANATWAXXRS0","4650","10/1/99","9/30/06","-"
"ANCHNMXCDS0","4125","10/1/99","9/30/06","-"
"ANCMCA01RS0","3120","10/1/99","9/30/06","-"
"ANCNMT01CM1","3945","10/1/99","9/30/06","-"
"ANCNMTAFCM1","3945","10/1/99","9/30/06","-"
"ANCNMTMARS1","3945","10/1/99","9/30/06","-"
"ANCRAK02CM0","2220","10/1/99","9/30/06","-"
"ANCRAKBZ01T","2220","10/1/99","9/30/06","-"
"ANCRAKMWCM1","2220","10/1/99","9/30/06","-"
"ANCRAKMWCM2","2220","10/1/99","9/30/06","-"
"ANCRAKXCCM1","2220","10/1/99","9/30/06","-"
"ANCRAKXCDS1","2220","10/1/99","9/30/06","-"
"ANCRAKXCRSG","2220","10/1/99","9/30/06","-"
"ANCRAKXEDS1","2220","10/1/99","9/30/06","-"
"ANCRAKXERSG","2220","10/1/99","9/30/06","-"
"ANCRAKXNDS1","2220","10/1/99","9/30/06","-"
"ANCRAKXNRSG","2220","10/1/99","9/30/06","-"
"ANCRAKXRRS1","2220","10/1/99","9/30/06","-"
"ANCRAKXS1IB","2220","10/1/99","9/30/06","-"
"ANCRAKXSDS1","2220","10/1/99","9/30/06","-"
"ANCRAKXSRSG","2220","10/1/99","9/30/06","-"
"ANCRAKXWDS1","2220","10/1/99","9/30/06","-"
"ANCRAKXWRSG","2220","10/1/99","9/30/06","-"
"ANCRAKZA04T","2220","10/1/99","9/30/06","-"
"ANCRAKZA1PB","2220","10/1/99","9/30/06","-"
"ANCRWAXXDS1","4655","10/1/99","9/30/06","-"
"ANDLKSHIRL0","3660","10/1/99","9/30/06","-"
"ANDLMNXB27G","2252","10/1/99","9/30/06","-"
"ANDLMNXBDS0","2252","10/1/99","9/30/06","-"
"ANDRIAXODS0","3380","10/1/99","9/30/06","-"
"ANDRIN01RSC","3550","10/1/99","9/30/06","-"
"ANDRNCXADS0","3950","10/1/99","9/30/06","-"
"ANDROKMARS1","4230","10/1/99","9/30/06","-"
"ANDRSCXADS0","8484","10/1/99","9/30/06","-"
"ANDRTXXADS0","4530","10/1/99","9/30/06","-"
"ANDSALXADS0","8316","10/1/99","9/30/06","-"
"ANDSNYXA676","8156","10/1/99","9/30/06","-"
"ANDVILXDRS0","8523","10/1/99","9/30/06","-"
"ANDVMAELDS0","3747","10/1/99","9/30/06","-"
"ANDVMAELRS0","3747","10/1/99","9/30/06","-"
"ANDVMEXARS1","3780","10/1/99","9/30/06","-"
"ANDVNHXARS1","4060","10/1/99","9/30/06","-"
"ANDVNJXURS2","4077","10/1/99","9/30/06","-"
"ANDVNYXARS0","4140","10/1/99","9/30/06","-"
"ANDVOHXARS1","4220","10/1/99","9/30/06","-"
"ANDVSDXA298","4370","10/1/99","9/30/06","-"
"ANFRNMMARS1","4125","10/1/99","9/30/06","-"
"ANGENYAGRS2","2192","10/1/99","9/30/06","-"
"ANGILAMADS0","2152","10/1/99","9/30/06","-"
"ANGLDEANRS0","7080","10/1/99","9/30/06","-"
"ANGLINXADS0","3550","10/1/99","9/30/06","-"
"ANGLNYAORS0","2192","10/1/99","9/30/06","-"
"ANGNAKXADS1","2220","10/1/99","9/30/06","-"
"ANGRNCXA63F","3990","10/1/99","9/30/06","-"
"ANGWCA11RS1","3170","10/1/99","9/30/06","-"
"ANHCTXXADS0","4450","10/1/99","9/30/06","-"
"ANHMCA01DS0","3085","10/1/99","9/30/06","-"
"ANHMCA01DS1","3085","10/1/99","9/30/06","-"
"ANHMCA01DS3","3085","10/1/99","9/30/06","-"
"ANHMCA022KD","3085","10/1/99","9/30/06","-"
"ANHMCA0295T","3085","10/1/99","9/30/06","-"
"ANHMCA02DS0","3085","10/1/99","9/30/06","-"
"ANHMCA02RS3","3085","10/1/99","9/30/06","-"
"ANHMCA11DS0","3085","10/1/99","9/30/06","-"
"ANHMCA12DS0","3085","10/1/99","9/30/06","-"
"ANHMCA17RS2","3085","10/1/99","9/30/06","-"
"ANHMCACLCM1","4886","10/1/99","9/30/06","-"
"ANHMCACLCM2","4886","10/1/99","9/30/06","-"
"ANHMCAHLDS1","3085","10/1/99","9/30/06","-"
"ANHMCATW00A","3085","10/1/99","9/30/06","-"
"ANHMCATWDS0","3085","10/1/99","9/30/06","-"
"ANHNHICORS0","7471","10/1/99","9/30/06","-"
"ANIKAKXA675","2220","10/1/99","9/30/06","-"
"ANITIAXODS0","2262","10/1/99","9/30/06","-"
"ANJTMDAHCM1","3221","10/1/99","9/30/06","-"
"ANKNIACODS0","3400","10/1/99","9/30/06","-"
"ANKNIACORL0","3400","10/1/99","9/30/06","-"
"ANMRFLXA77H","3322","10/1/99","9/30/06","-"
"ANMSIACORS4","3370","10/1/99","9/30/06","-"
"ANMSNMXCDS0","4105","10/1/99","9/30/06","-"
"ANNAILXEDS0","3455","10/1/99","9/30/06","-"
"ANNAOHXARS1","4200","10/1/99","9/30/06","-"
"ANNATXWARS0","4532","10/1/99","9/30/06","-"
"ANNNTXXARS0","8072","10/1/99","9/30/06","-"
"ANNPCA11RS1","3170","10/1/99","9/30/06","-"
"ANNPILAACM1","3467","10/1/99","9/30/06","-"
"ANNPILXERS0","3467","10/1/99","9/30/06","-"
"ANNPMDANDS0","3750","10/1/99","9/30/06","-"
"ANNPMDDJCM1","4290","10/1/99","9/30/06","-"
"ANNPMOXARS0","8000","10/1/99","9/30/06","-"
"ANOKMNANDS0","2252","10/1/99","9/30/06","-"
"ANOKMNANRL0","2252","10/1/99","9/30/06","-"
"ANRGNMXCRS1","4105","10/1/99","9/30/06","-"
"ANRSTXXARS0","4480","10/1/99","9/30/06","-"
"ANSCPRURRS1","4311","10/1/99","9/30/06","-"
"ANSLNEXSDS0","4040","10/1/99","9/30/06","-"
"ANSMNEXSDS0","4040","10/1/99","9/30/06","-"
"ANSNTXANRS0","4420","10/1/99","9/30/06","-"
"ANSOOHXARS1","2270","10/1/99","9/30/06","-"
"ANSTWVANDS0","8304","10/1/99","9/30/06","-"
"ANTANDXARS3","4030","10/1/99","9/30/06","-"
"ANTCCA11DS0","3125","10/1/99","9/30/06","-"
"ANTCILACDS0","3435","10/1/99","9/30/06","-"
"ANTGWIXADS0","4660","10/1/99","9/30/06","-"
"ANTHIAANRL0","3410","10/1/99","9/30/06","-"
"ANTHIACORS3","3410","10/1/99","9/30/06","-"
"ANTHKSWSRS0","3660","10/1/99","9/30/06","-"
"ANTHNMMARSA","4105","10/1/99","9/30/06","-"
"ANTLNDXARS1","4020","10/1/99","9/30/06","-"
"ANTLOKMARS1","4230","10/1/99","9/30/06","-"
"ANTMUTXCRS1","4565","10/1/99","9/30/06","-"
"ANTNAL070MD","3000","10/1/99","9/30/06","-"
"ANTNAL07CM1","3000","10/1/99","9/30/06","-"
"ANTNAL07CM2","3000","10/1/99","9/30/06","-"
"ANTNALCBDS1","3040","10/1/99","9/30/06","-"
"ANTNALDBCM1","3000","10/1/99","9/30/06","-"
"ANTNALLEDS0","3000","10/1/99","9/30/06","-"
"ANTNALMTDS0","3000","10/1/99","9/30/06","-"
"ANTNALOXDS0","3000","10/1/99","9/30/06","-"
"ANTNCOXCRS1","3200","10/1/99","9/30/06","-"
"ANTNTXXADS0","4520","10/1/99","9/30/06","-"
"ANTOMO50RS2","3900","10/1/99","9/30/06","-"
"ANTPORXARS0","4262","10/1/99","9/30/06","-"
"ANTRNHXADS0","4060","10/1/99","9/30/06","-"
"ANTTCOXCRS1","3190","10/1/99","9/30/06","-"
"ANVKAKXA663","2220","10/1/99","9/30/06","-"
"ANVLKYXADS0","3670","10/1/99","9/30/06","-"
"ANVLPAANRS1","4290","10/1/99","9/30/06","-"
"ANWLWVXARS0","8304","10/1/99","9/30/06","-"
"ANWNILXDDS0","3380","10/1/99","9/30/06","-"
"ANWOIAXORS6","3380","10/1/99","9/30/06","-"
"ANWONENWRS1","2262","10/1/99","9/30/06","-"
"ANZACAXFRS0","2300","10/1/99","9/30/06","-"
"APCHOKXADS0","4230","10/1/99","9/30/06","-"
"APCKOHXARS1","4200","10/1/99","9/30/06","-"
"APCYMOXARS0","3905","10/1/99","9/30/06","-"
"APEXNC01RS0","3990","10/1/99","9/30/06","-"
"APEXNCCE36F","3990","10/1/99","9/30/06","-"
"APGVWVAPRS1","8304","10/1/99","9/30/06","-"
"APHRGUABRS0","7471","10/1/99","9/30/06","-"
"APLCNYXADS0","4140","10/1/99","9/30/06","-"
"APLCVAAPRSM","4630","10/1/99","9/30/06","-"
"APLLPAXARS0","2060","10/1/99","9/30/06","-"
"APLROKXADS0","4240","10/1/99","9/30/06","-"
"APMTVAXADS0","4600","10/1/99","9/30/06","-"
"APNGGAES54F","3340","10/1/99","9/30/06","-"
"APPKFLXADS1","8005","10/1/99","9/30/06","-"
"APPKFLXARS0","8005","10/1/99","9/30/06","-"
"APPLMNAPRS2","3870","10/1/99","9/30/06","-"
"APPLMNFTDS0","3870","10/1/99","9/30/06","-"
"APPLWI01DS0","4660","10/1/99","9/30/06","-"
"APPLWIBNCM0","4660","10/1/99","9/30/06","-"
"APPLWIEECM0","4660","10/1/99","9/30/06","-"
"APPLWIFBDS0","4660","10/1/99","9/30/06","-"
"APPLWIFBDS1","4660","10/1/99","9/30/06","-"
"APPLWIFICM0","4660","10/1/99","9/30/06","-"
"APPLWIGDCM0","4660","10/1/99","9/30/06","-"
"APPLWIGDCM1","4660","10/1/99","9/30/06","-"
"APPLWIGDCM3","4660","10/1/99","9/30/06","-"
"APPLWIGDCM4","4660","10/1/99","9/30/06","-"
"APPLWIGDW44","4660","10/1/99","9/30/06","-"
"APPLWIGDXDY","4660","10/1/99","9/30/06","-"
"APRVILXARS0","8543","10/1/99","9/30/06","-"
"APSNTNXARS5","4380","10/1/99","9/30/06","-"
"APSPTXXPRS0","2080","10/1/99","9/30/06","-"
"APTNIAXODS1","3370","10/1/99","9/30/06","-"
"APTSCA12DS0","3175","10/1/99","9/30/06","-"
"APVYCAXF24J","3082","10/1/99","9/30/06","-"
"APVYMNXADS0","2252","10/1/99","9/30/06","-"
"APVYUTXCRS1","4565","10/1/99","9/30/06","-"
"ARABALXADS1","3000","10/1/99","9/30/06","-"
"ARABOH64RS1","4206","10/1/99","9/30/06","-"
"ARBCCAXFDS0","3140","10/1/99","9/30/06","-"
"ARBGWVXARS0","8304","10/1/99","9/30/06","-"
"ARBLMOXADS0","3905","10/1/99","9/30/06","-"
"ARBNIDXCRS1","8352","10/1/99","9/30/06","-"
"ARBOPRAFRL0","4311","10/1/99","9/30/06","-"
"ARBOPRCODS1","4311","10/1/99","9/30/06","-"
"ARBTMDARDS0","3750","10/1/99","9/30/06","-"
"ARCDCA11DS0","3105","10/1/99","9/30/06","-"
"ARCDCA11RS0","3105","10/1/99","9/30/06","-"
"ARCDFLXADS0","3240","10/1/99","9/30/06","-"
"ARCDIAXODS0","2262","10/1/99","9/30/06","-"
"ARCDKSXARS0","3660","10/1/99","9/30/06","-"
"ARCDLABWRS1","3730","10/1/99","9/30/06","-"
"ARCDLAMADS0","3730","10/1/99","9/30/06","-"
"ARCDNEXSRS1","4040","10/1/99","9/30/06","-"
"ARCDNYAERS1","2192","10/1/99","9/30/06","-"
"ARCDOHXADS1","1070","10/1/99","9/30/06","-"
"ARCDOKMARS1","4230","10/1/99","9/30/06","-"
"ARCDWIXARS0","8007","10/1/99","9/30/06","-"
"ARCHFLMARS0","3250","10/1/99","9/30/06","-"
"ARCHIAXODS0","3410","10/1/99","9/30/06","-"
"ARCHMOAXRS0","2020","10/1/99","9/30/06","-"
"ARCHNEXCRS1","4040","10/1/99","9/30/06","-"
"ARCHNMXCDS0","4125","10/1/99","9/30/06","-"
"ARCHOHXARS3","4210","10/1/99","9/30/06","-"
"ARCLILXCRS0","3480","10/1/99","9/30/06","-"
"ARCLINXARS2","3620","10/1/99","9/30/06","-"
"ARCLMOXARS0","8027","10/1/99","9/30/06","-"
"ARCLTXXADS0","2080","10/1/99","9/30/06","-"
"ARCLVAXARS0","4605","10/1/99","9/30/06","-"
"ARCNOHXARS1","2270","10/1/99","9/30/06","-"
"ARCOIDXCDS0","8352","10/1/99","9/30/06","-"
"ARCOMNXARS0","3855","10/1/99","9/30/06","-"
"ARCTCA11DS0","3170","10/1/99","9/30/06","-"
"ARCYKSSODS0","3660","10/1/99","9/30/06","-"
"ARDANYABCM0","2280","10/1/99","9/30/06","-"
"ARDLIAXORS8","3400","10/1/99","9/30/06","-"
"ARDNNCCE68G","3950","10/1/99","9/30/06","-"
"ARENWIXARS0","4680","10/1/99","9/30/06","-"
"ARGNKSXARS0","3660","10/1/99","9/30/06","-"
"ARGNWIXARS0","4660","10/1/99","9/30/06","-"
"ARGRCA12DS1","3178","10/1/99","9/30/06","-"
"ARGSINXARS1","3620","10/1/99","9/30/06","-"
"ARGTILXCRS0","3532","10/1/99","9/30/06","-"
"ARGYIAXORS0","3380","10/1/99","9/30/06","-"
"ARGYMNXBRL0","4030","10/1/99","9/30/06","-"
"ARGYMOPARS1","3880","10/1/99","9/30/06","-"
"ARGYNYAYRS0","4130","10/1/99","9/30/06","-"
"ARGYTXXBRS1","4532","10/1/99","9/30/06","-"
"ARGYWIXARS0","4680","10/1/99","9/30/06","-"
"ARHDCAXF33H","2300","10/1/99","9/30/06","-"
"ARISIAXPRL0","3400","10/1/99","9/30/06","-"
"ARITALXARS0","8316","10/1/99","9/30/06","-"
"ARKDARMADS0","3060","10/1/99","9/30/06","-"
"ARKNWIXARS0","4670","10/1/99","9/30/06","-"
"ARLEMTXCRS1","3945","10/1/99","9/30/06","-"
"ARLHILAHDS0","3435","10/1/99","9/30/06","-"
"ARLHILAHDS1","3435","10/1/99","9/30/06","-"
"ARLHILJQAMD","1010","10/1/99","9/30/06","-"
"ARLHILJQCM0","1010","10/1/99","9/30/06","-"
"ARLTWAXXRS0","4658","10/1/99","9/30/06","-"
"ARMAKSXADS0","3660","10/1/99","9/30/06","-"
"ARMDMIMNRSA","3795","10/1/99","9/30/06","-"
"ARMGMDARDS0","3750","10/1/99","9/30/06","-"
"ARMOSDXADS0","4370","10/1/99","9/30/06","-"
"ARMRALXADS0","2232","10/1/99","9/30/06","-"
"ARMROK011MD","4230","10/1/99","9/30/06","-"
"ARMROKMADS0","4230","10/1/99","9/30/06","-"
"ARMRPAARDS0","4300","10/1/99","9/30/06","-"
"ARMRSDXARS1","4370","10/1/99","9/30/06","-"
"ARMSCA11RS0","3175","10/1/99","9/30/06","-"
"ARMSIAXODS0","3410","10/1/99","9/30/06","-"
"ARMSIAXPDS0","3410","10/1/99","9/30/06","-"
"ARMSILXCRS0","3460","10/1/99","9/30/06","-"
"ARMSMOCRRS0","3905","10/1/99","9/30/06","-"
"ARMSTXXARS0","4480","10/1/99","9/30/06","-"
